product_id,merchant_id,price,retail_price,currency_buyer,units_sold,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,product_color,product_variation_inventory,shipping_option_name,shipping_option_price,countries_shipped_to,inventory_total,origin_country,merchant_title,merchant_rating
5ea2877224b9643185e52b58,5b0e27596b9302238a10c3f8,11,20,EUR,100,3.43,14,5,3,2,1,3,white,50,Standard Shipping,2,34,50,CN,chentengying,4.174679487
5d806ae97c339c307264cf76,548142ac653d51041ac1174f,5.84,11,EUR,1000,4.19,307,171,71,35,12,18,blue,1,Standard Shipping,1,40,50,CN,Get Trendy,4.172785969
5ee717cbcb636e7b8b597fc3,5684ca0f73c0e02989b91cad,1,11,EUR,1000,3.8,5,3,0,1,0,1,blue,37,Standard Shipping,1,41,50,CN,Flora boutique,3.858118824
5ebb9faea86f7a4d86e2f6fb,5e5363458cd99e4035bcd1c8,11,60,EUR,1000,3.38,37,15,3,9,1,9,white,49,Standard Shipping,2,25,50,CN,chengyongbo64,3.960170697
5ceb62be9795ee4693f2cd00,5c51b9b468178729c4213657,9,8,EUR,5000,4.03,889,464,178,126,52,69,blue & pink,50,Standard Shipping,3,33,50,CN,WOW BANG,4.10884906
5af519e189a29b15fca1b13b,55c89dc93a698c6010edccc4,6,56,EUR,1000,3.5,938,349,171,173,88,157,RED,1,Standard Shipping,2,28,50,CN,Nalin International,3.876699977
5e81acbde187530740f207c6,5268759b736046671957190c,1,10,EUR,100,3.56,52,22,8,9,3,10,white,2,Standard Shipping,1,40,50,Unknown,Maryswill,3.837936943
5c879aba202e6b38cd317164,5660e53e769a564b3e3aeca0,9,8,EUR,5000,4.06,743,400,142,103,45,53,orange,50,Standard Shipping,3,41,50,CN,Fashion Trend Line,3.999371404
5ed1b644b1e34008ce012d4b,5eb51ed929e7865dc268a561,6,6,EUR,100,4,8,5,0,1,2,0,white & green,5,Standard Shipping,2,23,50,CN,zhuangyuping1,3.874015748
5d52b1d7314eb61030644375,5a4b4ab27dee4a057cca7429,11,68,EUR,1000,4.13,211,120,37,31,8,15,red,50,Standard Shipping,2,40,50,CN,LeadTheFashion,4.215228076
5ebff6d34a4cf4438dba5d80,5d4bbed57ad242352a46d910,7,6,EUR,50,4,4,3,0,0,0,1,blue,50,Standard Shipping,2,139,50,CN,caishuiwang,4.352941176
5eba6ecb9a9e129fb97b5dfd,5e4b6a0c57cc9b0b53e499a4,5,38,EUR,50,5,2,2,0,0,0,0,khaki,17,Standard Shipping,1,33,50,CN,zufanqiudinli,3.666666667
5d04e3db2ec1245228829a64,5b4028d56385741bff3b9163,5.87,11,EUR,1000,3.91,209,100,41,34,17,17,white,6,Standard Shipping,1,29,50,CN,happy feng,4.391304348
5aec22cec25735338c544690,55e7e41e606d0a18fdfc67d1,11,10,EUR,5000,3.72,1008,447,201,135,81,144,white,50,Standard Shipping,2,25,50,CN,besagift,4.268002262
5ec5cf37cd3da70de19c3f18,5eb8b5ebac21070efaf91c99,8,10,EUR,100,2.71,7,1,1,2,1,2,red,4,Standard Shipping,3,20,50,CN,lianlie,3.892857143
5d034039c822d263d90f58d4,580f06685250a20783d33e56,14,67,EUR,1000,3.81,187,84,40,28,14,21,blue,50,Standard Shipping,4,40,50,CN,saya2016,4.150756303
5e940265ea3640c9ca0353aa,5710ac98b2d43a5925da8dd8,2,9,EUR,100,3.47,32,11,6,5,7,3,white,1,Standard Shipping,1,40,50,CN,zaitaowanggou,4.167627677
5c9ca27e5aee12258c2f341c,577fb2b368116418674befd9,8,7,EUR,10000,3.93,1670,823,340,250,89,168,yellow,50,Standard Shipping,3,30,50,CN,keepahorse,4.137581778
5d29bc2ed35393550e31d6f3,5b14d31d7e43f22f255ea98c,5.79,30,EUR,1000,3.41,212,73,49,23,25,42,white,50,Standard Shipping,2,118,50,CN,taomi  gogo,4.189843899
5e86c211d22ae539102d25c7,583d7475269aad1da3dc2294,8,22,EUR,100,3.74,47,24,5,6,6,6,winered,50,Standard Shipping,3,41,50,CN,Aidos,3.876761607
5d2407e66e8e037b4dd9fad3,55c8a4c33a698c6010edcd9e,4.94,5,EUR,10000,3.93,1331,659,255,199,101,117,black & green,6,Standard Shipping,1,49,50,CN,Smart Home International Co.Ltd,4.121483743
5b0386696040cc41f2331c83,5aa1f31308a2240a052e9a1a,8,7,EUR,10000,3.82,2520,1220,433,365,203,299,orange,50,Standard Shipping,3,14,50,CN,WDHDAGE,3.872009976
5d5d038d99df1e17cc9313cf,53f6b7c81c105e2dfac91041,11,10,EUR,100,3.46,50,20,7,8,6,9,black,50,Standard Shipping,3,41,50,CN,charming_family,4.301120485
5ed0dfc51fa8446451b19c0d,592955ef980a346d826f7bfc,8,33,EUR,10,5,0,,,,,,black,50,Standard Shipping,2,25,50,CN,WSLCWM,4.169786096
5eb0f23c904507255ca6530c,575ab2de20c8d15cb59e5ee0,9,33,EUR,50,4.5,4,2,2,0,0,0,white,50,Standard Shipping,3,41,50,CN,Seraih,4.120281053
5e4267d60640954a435e64f5,5d462e58f320403871a78593,7,6,EUR,100,4.26,53,30,14,5,1,3,armygreen,50,Standard Shipping,2,31,50,CN,chooop,3.837956204
5b29e5b5080ea2661b2287f6,583e7f658108913bced6f8cf,11,10,EUR,10000,4.24,1045,644,183,114,38,66,purple,50,Standard Shipping,3,36,50,CN,luojiayushop,4.289673913
5eafcf8a1f07813cd5404b52,58311e2257e86a1b8863f74c,8,92,EUR,100,3.56,16,6,5,0,2,3,yellow,50,Standard Shipping,2,55,50,CN,wangjiangxu,3.968061051
5c91e1ecb14bfa747e277427,58ad449708de0c6dc59d9e06,5.83,5,EUR,10000,4.22,2055,1162,488,212,83,110,whitefloral,1,Standard Shipping,1,35,50,CN,hellohorse,4.146957347
5ccd341e8cc067595fcba7c4,5b8e776e2eb51f7a5900a88a,8,7,EUR,1000,3.42,373,144,57,60,35,77,pink,50,Standard Shipping,2,63,50,CN,ZZXia,3.965204236
5ec773b5967eb036b2c2e668,5b348167af6b3122dba38825,5.77,5,EUR,100,4,4,1,2,1,0,0,armygreen,45,Standard Shipping,1,31,50,CN,hufscfshkuhjdfs,3.915740329
5de079e771151e6e9e85ee05,591ed674fc9cce0fcd7ff354,5.9,5,EUR,10000,3.64,1933,867,298,299,151,318,grey,4,Standard Shipping,1,30,50,CN,cp7438,3.951817413
5e97e0c7cb3cec329c7b4e98,546415e89719cd2ac2e20045,6,20,EUR,100,3.08,13,4,2,2,1,4,red,50,Standard Shipping,2,43,50,CN,"Langwei Garment Co., LTD",3.931195965
5ad987d8918dae087d633040,58ad449708de0c6dc59d9e06,7,6,EUR,50000,4.41,17444,11548,3191,1632,507,566,green,2,Standard Shipping,2,35,50,CN,hellohorse,4.146957347
5cc67417a01bbd6b6c066df2,5c73a50ba0e25714e7f2bf90,8,7,EUR,10000,3.7,1404,593,278,232,124,177,pink,1,Standard Shipping,2,48,50,CN,realmhome,3.937529919
5d0b4268d5c8e1784b6e23b4,58259c456ebae74739ecfdc8,12,11,EUR,1000,3.81,341,163,63,48,21,46,black & green,50,Standard Shipping,3,13,50,CN,jiayun shop,4.150355872
5c061cf358603c4b35a19363,5b2620ddd1c360688799eb51,5.78,8,EUR,20000,4,3975,2054,774,576,242,329,pink,50,Standard Shipping,1,29,50,CN,vemaneya,4.184134249
5e5f5289a950c34147f0d94b,5ae417f567d25c041f6dd934,12,17,EUR,5000,3.94,387,189,76,67,21,34,white,50,Standard Shipping,3,43,50,CN,xiaoameiyou,3.97826087
5cf5e44b3c8b9e101a5db52c,5a7b23a69bda4e3d375e7b3f,11,10,EUR,20000,4.07,3070,1635,642,392,177,224,floral,50,Standard Shipping,2,35,50,CN,f40051ab1zhong9,3.965700632
5d78eb19cc404c03393c83b5,5a792e56a71fbf471cf1fc99,8,51,EUR,100,4.29,31,19,5,5,1,1,pink,50,Standard Shipping,2,43,50,CN,MSyongan,3.832535067
544b079d1280fa28eee9b380,53f2beb39020ee03566d6e18,5.77,48,EUR,100000,4.1,20744,11184,4152,2919,1174,1315,black,50,Standard Shipping,2,46,50,CN,trendy_world,4.067347649
5b35cab04f75026255f2364a,5368f053bb72c5150191a140,9,8,EUR,20000,3.7,3820,1726,654,568,324,548,grey,44,Standard Shipping,3,20,50,CN,new style,4.064643129
5ebe0ead593b960eb1c82d0b,558c2cdc89d53c4005ea2920,1.72,2,EUR,100,3.77,30,15,3,5,4,3,fluorescentgreen,10,Standard Shipping,1,48,50,CN,guangzhouweishiweifushiyouxiangongsi,3.884543646
5e958754a9136f26ddb12929,56c94ae6df108f5af83b1e0f,1.86,9,EUR,100,3.57,42,17,9,4,5,7,pink,2,Standard Shipping,1,40,50,CN,schmuckdesignonline,3.943018764
5eb8b430e015797901090ac0,5e72dc545021d6138b405bdc,14,92,EUR,100,4.54,13,10,2,0,0,1,black,50,Standard Shipping,3,36,50,CN,Guifen underwear,4.185185185
5e7f13c2bd7ab15d52e9b5f9,5d40ffe372b0c94d00f6c1f0,3.69,4,EUR,1000,3.64,212,95,33,32,16,36,red,5,Standard Shipping,1,24,50,CN,nmgyusj,4.039127646
5e9d55038d475a01721c1c7f,5486cf7540b3786ec7c7e4ee,11,30,EUR,100,4.11,28,17,4,3,1,3,orange & camouflage,2,Standard Shipping,3,45,50,CN,Dongguang Internationnal,4.210460119
5eaa6d9c8d99eb3ec06709f4,5de0981739adf2a3406bed18,9,8,EUR,100,3.18,72,17,19,12,8,16,red,10,Standard Shipping,3,26,50,CN,liuyaling66058,3.729166667
5a5db5398988991d7f7aec44,55c8029641d799421d41fe3a,6,8,EUR,10000,3.96,1338,685,257,187,72,137,black,50,Standard Shipping,2,43,50,CN,young's boutique,3.80168428
5e9fff5de4df1d32ef2ca70c,5e64b92e00ff3743cf8f3c3d,20,17,EUR,100,2.8,15,2,3,5,0,5,green,50,Standard Shipping,6,36,50,CN,lidandanshop,3.298507463
5a4b9eba2b0a1c3062666033,58a6b5d975b8da57c954c719,5.66,5,EUR,5000,3.89,1161,558,242,159,75,127,black,50,Standard Shipping,2,42,50,CN,Dazzling_store,4.285597736
5e1bd924d7be4445acfa8c6d,5d9f24a451a4ed72d95bac9c,8,65,EUR,100,3.97,29,18,1,5,1,4,white,1,Standard Shipping,2,33,50,CN,DSVIE FASHION,3.882845188
5c5fc9a63af7386b63c00d25,556fc80f95528719e004fe8b,8,7,EUR,1000,3.61,668,254,155,102,61,96,lightyellow,10,Standard Shipping,2,39,50,CN,zhenyangongyequ7766,4.098557219
5e6bbe2bb683599ccbb78637,5a2bc05fddda8c49398c52fe,6,6,EUR,1000,3.82,134,62,26,23,6,17,grey,1,Standard Shipping,2,35,50,CN,lianglinglingdian,3.844776119
5b1f9afe694fab75ca9fa8ea,5ac0310597223354603de223,11,10,EUR,5000,3.96,1556,743,338,258,110,107,black,50,Standard Shipping,3,23,50,CN,Jingka,4.252711497
5e9915ef9fae4f26f32f15df,5d5256c527752b19063d8c53,7,6,EUR,1000,4.2,107,66,13,18,3,7,white,3,Standard Shipping,2,26,50,CN,alabaostore,3.943319838
5c78151c27202a28a75752b7,559d33adc605853731afbf10,11,10,EUR,10000,3.77,1694,725,376,272,112,209,red,50,Standard Shipping,3,31,50,CN,Lin Fashion Store,4.00014341
5e743eded2656b046017c719,55dc300452a04b658ad68139,5.81,30,EUR,100,2.61,18,3,2,5,1,7,green,3,Standard Shipping,2,41,50,CN,Denas Fashion,3.8947607
5acb7ae3a69e662bb0133546,57baf75f63834218e305e4f4,14,12,EUR,10000,3.93,2946,1427,614,452,180,273,blue,36,Standard Shipping,4,26,50,CN,xiejiatang,3.885537769
5eb90ab5ad67f63678d15ed9,5d464a1ffdf7bc44ee933c65,5,51,EUR,10,5,0,,,,,,black,1,Standard Shipping,1,36,50,CN,hxt520,3.989830508
5e9d3df803ee35376979fe40,5845000d330f3a4d59cff91f,5,5,EUR,100,4.3,10,6,2,1,1,0,coolblack,3,Standard Shipping,2,22,50,CN,Sunshine In You Eyes,4.167978517
5dd00194ea9f8e175c5561a9,54db03867851097093c0efe7,11,10,EUR,1000,4.12,249,143,48,24,12,22,multicolor,50,Standard Shipping,2,21,50,CN,fuzhoushicangshanqutiantuwenhuachuanboyouxiangongsi,3.851930137
5eb8a1d594d1e31702a4ef7c,5d53751b40defd6833e480ad,12,67,EUR,10,3.67,3,2,0,0,0,1,pink,20,Standard Shipping,3,32,50,CN,eirufjl,4.008403361
5ec118ec7b4679d720f8de1d,5db248327c0d0800c24fc084,5.68,5,EUR,10,4.5,2,1,1,0,0,0,purple,50,Standard Shipping,2,109,50,CN,langsengy,4.5125
5ddf65d292bf935981e0eaa7,5dbb45d78aabea2d9e97b407,11,10,EUR,100,4,12,7,1,2,1,1,black,50,Standard Shipping,2,32,50,VE,Tobeplayer,4.014652015
5780938ff1ab1f1146be7dd1,565537c7a9a8a4572be0bef5,17,15,EUR,10000,4.16,3040,1782,565,332,123,238,camouflage,50,Standard Shipping,5,52,50,CN,Vangull,4.352612375
5e3fa5ca9c4021248d4e1c37,58ff26fc42fc6a113afae083,7,43,EUR,100,3.71,21,10,5,0,2,4,purple,9,Standard Shipping,2,40,50,CN,tingshen,3.878166997
5edb2db0fcc85c2e12014395,5e686e632fb13f0b010b6cd0,12,85,EUR,50,4.75,4,3,1,0,0,0,green,18,Standard Shipping,3,35,50,CN,mawenru646,4.175438596
5edf1267c771c4255ceee25d,5a9e4f25e05388149703d9c8,7,6,EUR,100,5,2,2,0,0,0,0,black,50,Standard Shipping,2,41,50,CN,aishoumat,3.970730702
5eb4dd169263020a42be1a88,566a47bfe9fa8a31b3ef5141,7,33,EUR,50,3,2,0,1,0,1,0,blue,50,Standard Shipping,2,41,50,CN,owiner,4.001546269
5d93f4284385140973836ddf,58c910072be00b51c601ccee,11,59,EUR,1000,4.11,135,75,24,19,10,7,yellow,50,Standard Shipping,2,41,50,CN,BigHero,4.057185406
5e74326f3ae3412b2f7d9f42,55dc2bf3b92a5941ebd4ecf2,12,43,EUR,100,3.59,27,7,9,7,1,3,lightpink,50,Standard Shipping,3,42,50,CN,Raverks,3.948409021
5eb8d93dbd495919c2a0feb6,576518fcf093bd5e79c5e351,13,51,EUR,5000,3.61,127,59,16,20,7,25,yellow,50,Standard Shipping,3,43,50,CN,praden,3.946416145
5ed3ae8e7bf8821d5cf4bc64,5d417e7070327a2743021677,2.72,9,EUR,1,5,0,,,,,,orange,1,Standard Shipping,1,33,50,CN,Kyiswen,3.597883598
5cf509abb483551e0278ac5e,5c51b9b468178729c4213657,6,6,EUR,20000,3.99,1600,809,322,238,100,131,green,50,Standard Shipping,2,33,50,CN,WOW BANG,4.10884906
5e946e7e5a19660b52733c7e,5e6d18bceb2b33bdc975950f,9,56,EUR,100,4.03,30,17,6,2,1,4,pink & black,3,Standard Shipping,3,19,50,US,Ashley Johnson,3.714285714
5ed868776a5a342472182986,5e6771b33cce5a8dd4f6fd3c,5,5,EUR,50,5,1,1,0,0,0,0,yellow,5,Standard Shipping,2,47,50,CN,chaoyang_yangjianfa,3.75
5ce74be097a9f1764b0df1f3,545dab9f5f313f1e28cb1a2f,5.86,5,EUR,1000,3.73,150,71,23,23,11,22,white,6,Standard Shipping,1,30,50,CN,wonderful1688,3.99301676
5cf632d1c0baab5b15e71437,5acaf29d5ebcfd72403106a8,2,2,EUR,10000,3.99,980,520,180,120,67,93,green,1,Standard Shipping,1,23,50,CN,Suyi Technology,4.045170201
5cef6f6f1d8cd844d8dade14,5667f9745eec70268023940b,7,6,EUR,5000,4.38,996,654,178,94,32,38,grey,8,Standard Shipping,2,41,50,CN,longfeifengwu,3.946790916
5eb0b91db0d5d210fe8ac2ff,583da4b58108913e6c79a32e,5.66,6,EUR,100,3.08,13,3,3,3,0,4,black,50,Standard Shipping,2,35,50,CN,sklioppp,4.069015097
5d2432e4e991b724c8327597,5b96067f42ebca48f6c041e8,13,17,EUR,5000,4.11,792,450,150,88,35,69,pink,6,Standard Shipping,3,43,50,CN,eeeeffff889966,3.910741632
5ce604beadbdfb572729ca3f,5533c83986ff95173dc017d0,8,7,EUR,5000,3.6,1254,500,241,207,126,180,yellow,27,Standard Shipping,3,28,50,CN,shuilingjiao international trade company,4.080890774
5e7482a975c1d92dea899a18,5dde67d7801ecf6d4c385348,11,10,EUR,1000,3.78,299,120,73,55,22,29,grey,5,Standard Shipping,3,35,50,CN,Chentuyi Store,3.896073903
57639e8824841762459c5e5c,5760bd976238335e38551943,8,7,EUR,20000,4.05,8904,4640,1964,1121,493,686,black,50,Standard Shipping,2,31,50,CN,Facing the sea,4.168097393
5e8dd27d5318e78013eafd40,567eb3a5d8a1043c0ab70707,16,76,EUR,100,3.53,38,15,9,2,5,7,red,50,Standard Shipping,5,58,50,CN,aa321707,4.272058824
5ebb8a4dc5b72c3e982ec9c1,55ed54947e8372421830b946,11,10,EUR,100,4.6,5,3,2,0,0,0,silver,12,Standard Shipping,3,42,50,CN,Smeer co. ltd.,4.122996713
57eccd2865007e1903d250d8,578866243a698c1713f2d19c,8,7,EUR,20000,4.16,6860,3906,1326,869,343,416,black,50,Standard Shipping,2,32,50,CN,211670008@qq.com,4.283611137
5cd939cadb29322e7a79b575,55dc300452a04b658ad68139,14,12,EUR,1000,4.04,481,267,86,60,18,50,lightblue,50,Standard Shipping,4,41,50,CN,Denas Fashion,3.8947607
5dea1d9cec016f062ce8aab1,5d8b2f16ddac8e198fc7c8b7,7,6,EUR,100,3.6,25,10,4,5,3,3,black,50,Standard Shipping,2,127,50,CN,lindieduxin,4.155279503
5d05d9ca81f992576d4f0d23,557ed5b886d66519ff242099,12,11,EUR,20000,3.89,2294,1099,449,362,154,230,pink,25,Standard Shipping,3,50,50,CN,redisland,4.153665092
5d80989a9abb1f75b86fb8ce,5d47dd864f7ba75f53d67c7c,7,50,EUR,1000,3.49,49,16,11,10,5,7,Army green,50,Standard Shipping,2,132,50,CN,kaiqiangmaoyi,4.011627907
